train_name,train_type,status,confidence,matched_by,sample_train_no,train_count,row_count,data_quality_flags
SHC-JMP SPEC,UNKNOWN,UNKNOWN,0.100,UNMATCHED,5522,1,12,{LIKELY_TRUNCATED}
SHM JP SPL W,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8061,1,24,{LIKELY_TRUNCATED}
SKTN-BSB LIN,UNKNOWN,UNKNOWN,0.100,UNMATCHED,23346,1,6,{LIKELY_TRUNCATED}
SOG SGNR SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,4774,1,10,{LIKELY_TRUNCATED}
SRC MAS SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,2841,1,12,{}
SRC-JBP SF S,UNKNOWN,UNKNOWN,0.100,UNMATCHED,2192,1,16,{LIKELY_TRUNCATED}
SRC-MAS  SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6057,1,19,{LIKELY_TRUNCATED}
SRC-PDY SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6009,1,27,{ROUTE_CODE_STYLE}
SRC-PUNE  AC,UNKNOWN,UNKNOWN,0.100,UNMATCHED,2822,1,14,{LIKELY_TRUNCATED}
SRC-PURI WEE,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8404,1,9,{LIKELY_TRUNCATED}
SRC-RJT SF A,UNKNOWN,UNKNOWN,0.100,UNMATCHED,2834,1,29,{LIKELY_TRUNCATED}
SRE-UMB MEMU,UNKNOWN,UNKNOWN,0.100,UNMATCHED,4921,1,13,{LIKELY_TRUNCATED}
SVDK-DLI SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,4410,1,7,{LIKELY_TRUNCATED}
SVDK-YPR WEE,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82652,1,22,{LIKELY_TRUNCATED}
SWV-LTT SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,1038,1,10,{ROUTE_CODE_STYLE}
SZE-PLJE MEM,UNKNOWN,UNKNOWN,0.100,UNMATCHED,3307,1,4,{LIKELY_TRUNCATED}
TATA-KCG HSP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7439,1,28,{LIKELY_TRUNCATED}
TEN - MS SPE,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6002,1,15,{LIKELY_TRUNCATED}
TEN-MS SUVD,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82606,1,15,{ROUTE_CODE_STYLE}
tpty spl,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7644,1,11,{}
TPTY-AK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7410,1,29,{ROUTE_CODE_STYLE}
TPTY-CCT,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7432,1,14,{ROUTE_CODE_STYLE}
TPTY-COASPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7942,1,13,{ROUTE_CODE_STYLE}
TPTY-KCG,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7146,1,16,{ROUTE_CODE_STYLE}
TPTY-NED,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7608,1,19,{ROUTE_CODE_STYLE}
TPTY-NSL HSP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7417,1,33,{LIKELY_TRUNCATED}
TPTY-SC,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7430,1,11,{ROUTE_CODE_STYLE}
TPTY-VSKP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7487,1,11,{ROUTE_CODE_STYLE}
TPTY-VSKP SP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8574,1,15,{LIKELY_TRUNCATED}
TVC-SCL SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,2515,1,58,{ROUTE_CODE_STYLE}
UBL-BJP SPL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6919,1,38,{ROUTE_CODE_STYLE}
UDZ JP SF SP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,9722,1,12,{LIKELY_TRUNCATED}
UHP-ANVT EXP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,4402,1,13,{LIKELY_TRUNCATED}
UMB-HW  LINK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,24888,1,6,{LIKELY_TRUNCATED}
UMB-SRE MEMU,UNKNOWN,UNKNOWN,0.100,UNMATCHED,4922,1,13,{LIKELY_TRUNCATED}
VLNK-BZA,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7062,1,14,{ROUTE_CODE_STYLE}
VSG-YPR SUVI,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82666,1,15,{LIKELY_TRUNCATED}
VSKP HSP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,7044,1,11,{}
VSKP SC WEEK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8501,1,13,{LIKELY_TRUNCATED}
VSKP-KRDL SP,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8512,1,12,{LIKELY_TRUNCATED}
VSKP-QLN BI-,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8567,1,29,{LIKELY_TRUNCATED}
VSKP-TPTY WE,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8573,1,15,{LIKELY_TRUNCATED}
VSKP-YPR WKY,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6580,1,21,{LIKELY_TRUNCATED}
VSU-BQA MEMU,UNKNOWN,UNKNOWN,0.100,UNMATCHED,8087,1,6,{LIKELY_TRUNCATED}
WFD-BYPL DEM,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6593,1,4,{LIKELY_TRUNCATED}
YPR-BGM TATK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6581,1,85,{LIKELY_TRUNCATED}
YPR-CBP PASS,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6595,1,7,{LIKELY_TRUNCATED}
YPR-ERS WEEK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6547,1,14,{LIKELY_TRUNCATED}
YPR-HSRA PAS,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6591,1,9,{LIKELY_TRUNCATED}
YPR-JP WEEKL,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82653,1,22,{LIKELY_TRUNCATED}
YPR-PVR WEEK,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6541,1,14,{LIKELY_TRUNCATED}
YPR-SVDK WEE,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82651,1,22,{LIKELY_TRUNCATED}
YPR-VSG SUVI,UNKNOWN,UNKNOWN,0.100,UNMATCHED,82665,1,15,{LIKELY_TRUNCATED}
YPR-VSKP WKY,UNKNOWN,UNKNOWN,0.100,UNMATCHED,6579,1,21,{LIKELY_TRUNCATED}
 KGG JMP DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,73463,1,5,{LIKELY_TRUNCATED}
 LGL KNJ EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31862,2,44,{LIKELY_TRUNCATED}
`BWN BGNA LO,PASSENGER,REVIEW,0.550,NUMBER_RANGE,35015,1,9,{LIKELY_TRUNCATED}
1JA JUC-ASR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74641,1,10,{}
A1,EMU,REVIEW,0.750,NUMBER_RANGE,96301,1,4,{COACH_CODE_AS_NAME}
A10,EMU,REVIEW,0.750,NUMBER_RANGE,96310,1,2,{COACH_CODE_AS_NAME}
A11,EMU,REVIEW,0.750,NUMBER_RANGE,95303,1,4,{COACH_CODE_AS_NAME}
A12,EMU,REVIEW,0.750,NUMBER_RANGE,95302,1,2,{COACH_CODE_AS_NAME}
A13,EMU,REVIEW,0.750,NUMBER_RANGE,95305,1,4,{COACH_CODE_AS_NAME}
A14,EMU,REVIEW,0.750,NUMBER_RANGE,95304,1,2,{COACH_CODE_AS_NAME}
A15,EMU,REVIEW,0.750,NUMBER_RANGE,95307,1,4,{COACH_CODE_AS_NAME}
A16,EMU,REVIEW,0.750,NUMBER_RANGE,95306,1,2,{COACH_CODE_AS_NAME}
A17,EMU,REVIEW,0.750,NUMBER_RANGE,95309,1,4,{COACH_CODE_AS_NAME}
A18,EMU,REVIEW,0.750,NUMBER_RANGE,95308,1,2,{COACH_CODE_AS_NAME}
A19,EMU,REVIEW,0.750,NUMBER_RANGE,95311,1,4,{COACH_CODE_AS_NAME}
A2,EMU,REVIEW,0.750,NUMBER_RANGE,96302,1,2,{COACH_CODE_AS_NAME}
A20,EMU,REVIEW,0.750,NUMBER_RANGE,95310,1,2,{COACH_CODE_AS_NAME}
A21,EMU,REVIEW,0.750,NUMBER_RANGE,95313,1,4,{COACH_CODE_AS_NAME}
A22,EMU,REVIEW,0.750,NUMBER_RANGE,95312,1,2,{COACH_CODE_AS_NAME}
A23,EMU,REVIEW,0.750,NUMBER_RANGE,95315,1,4,{COACH_CODE_AS_NAME}
A24,EMU,REVIEW,0.750,NUMBER_RANGE,95314,1,2,{COACH_CODE_AS_NAME}
A25,EMU,REVIEW,0.750,NUMBER_RANGE,96311,1,4,{COACH_CODE_AS_NAME}
A26,EMU,REVIEW,0.750,NUMBER_RANGE,95316,1,2,{COACH_CODE_AS_NAME}
A27,EMU,REVIEW,0.750,NUMBER_RANGE,96313,1,4,{COACH_CODE_AS_NAME}
A28,EMU,REVIEW,0.750,NUMBER_RANGE,96312,1,2,{COACH_CODE_AS_NAME}
A29,EMU,REVIEW,0.750,NUMBER_RANGE,96315,1,4,{COACH_CODE_AS_NAME}
A3,EMU,REVIEW,0.750,NUMBER_RANGE,96303,1,4,{COACH_CODE_AS_NAME}
A30,EMU,REVIEW,0.750,NUMBER_RANGE,96314,1,2,{COACH_CODE_AS_NAME}
A31,EMU,REVIEW,0.750,NUMBER_RANGE,96317,1,4,{COACH_CODE_AS_NAME}
A32,EMU,REVIEW,0.750,NUMBER_RANGE,95318,1,2,{COACH_CODE_AS_NAME}
A33,EMU,REVIEW,0.750,NUMBER_RANGE,96319,1,4,{COACH_CODE_AS_NAME}
A34,EMU,REVIEW,0.750,NUMBER_RANGE,96316,1,2,{COACH_CODE_AS_NAME}
A35,EMU,REVIEW,0.750,NUMBER_RANGE,96321,1,4,{COACH_CODE_AS_NAME}
A36,EMU,REVIEW,0.750,NUMBER_RANGE,96318,1,2,{COACH_CODE_AS_NAME}
A37,EMU,REVIEW,0.750,NUMBER_RANGE,96323,1,4,{COACH_CODE_AS_NAME}
A38,EMU,REVIEW,0.750,NUMBER_RANGE,96320,1,2,{COACH_CODE_AS_NAME}
A39,EMU,REVIEW,0.750,NUMBER_RANGE,96325,1,4,{COACH_CODE_AS_NAME}
A4,EMU,REVIEW,0.750,NUMBER_RANGE,96304,1,2,{COACH_CODE_AS_NAME}
A40,EMU,REVIEW,0.750,NUMBER_RANGE,96322,1,2,{COACH_CODE_AS_NAME}
A41,EMU,REVIEW,0.750,NUMBER_RANGE,95317,1,4,{COACH_CODE_AS_NAME}
A42,EMU,REVIEW,0.750,NUMBER_RANGE,96324,1,2,{COACH_CODE_AS_NAME}
A43,EMU,REVIEW,0.750,NUMBER_RANGE,96329,1,4,{COACH_CODE_AS_NAME}
A44,EMU,REVIEW,0.750,NUMBER_RANGE,96326,1,2,{COACH_CODE_AS_NAME}
A45,EMU,REVIEW,0.750,NUMBER_RANGE,95319,1,4,{COACH_CODE_AS_NAME}
A46,EMU,REVIEW,0.750,NUMBER_RANGE,95324,1,2,{COACH_CODE_AS_NAME}
A47,EMU,REVIEW,0.750,NUMBER_RANGE,95321,1,4,{COACH_CODE_AS_NAME}
A48,EMU,REVIEW,0.750,NUMBER_RANGE,95326,1,2,{COACH_CODE_AS_NAME}
A49,EMU,REVIEW,0.750,NUMBER_RANGE,95323,1,4,{COACH_CODE_AS_NAME}
A5,EMU,REVIEW,0.750,NUMBER_RANGE,96305,1,4,{COACH_CODE_AS_NAME}
A50,EMU,REVIEW,0.750,NUMBER_RANGE,95328,1,2,{COACH_CODE_AS_NAME}
A51,EMU,REVIEW,0.750,NUMBER_RANGE,95325,1,4,{COACH_CODE_AS_NAME}
A52,EMU,REVIEW,0.750,NUMBER_RANGE,95330,1,2,{COACH_CODE_AS_NAME}
A54,EMU,REVIEW,0.750,NUMBER_RANGE,95332,1,2,{COACH_CODE_AS_NAME}
A55,EMU,REVIEW,0.750,NUMBER_RANGE,95327,2,8,{COACH_CODE_AS_NAME}
A56,EMU,REVIEW,0.750,NUMBER_RANGE,95334,1,2,{COACH_CODE_AS_NAME}
A57,EMU,REVIEW,0.750,NUMBER_RANGE,96333,1,4,{COACH_CODE_AS_NAME}
A58,EMU,REVIEW,0.750,NUMBER_RANGE,95320,1,2,{COACH_CODE_AS_NAME}
A59,EMU,REVIEW,0.750,NUMBER_RANGE,96335,1,4,{COACH_CODE_AS_NAME}
A6,EMU,REVIEW,0.750,NUMBER_RANGE,96306,1,2,{COACH_CODE_AS_NAME}
A60,EMU,REVIEW,0.750,NUMBER_RANGE,96328,1,2,{COACH_CODE_AS_NAME}
A61,EMU,REVIEW,0.750,NUMBER_RANGE,96337,1,4,{COACH_CODE_AS_NAME}
A62,EMU,REVIEW,0.750,NUMBER_RANGE,95336,1,2,{COACH_CODE_AS_NAME}
A63,EMU,REVIEW,0.750,NUMBER_RANGE,96341,1,4,{COACH_CODE_AS_NAME}
A64,EMU,REVIEW,0.750,NUMBER_RANGE,95338,1,2,{COACH_CODE_AS_NAME}
A65,EMU,REVIEW,0.750,NUMBER_RANGE,96343,1,4,{COACH_CODE_AS_NAME}
A66,EMU,REVIEW,0.750,NUMBER_RANGE,96330,1,2,{COACH_CODE_AS_NAME}
A67,EMU,REVIEW,0.750,NUMBER_RANGE,96345,1,4,{COACH_CODE_AS_NAME}
A68,EMU,REVIEW,0.750,NUMBER_RANGE,96332,1,2,{COACH_CODE_AS_NAME}
A7,EMU,REVIEW,0.750,NUMBER_RANGE,96307,1,4,{COACH_CODE_AS_NAME}
A70,EMU,REVIEW,0.750,NUMBER_RANGE,96334,1,2,{COACH_CODE_AS_NAME}
A72,EMU,REVIEW,0.750,NUMBER_RANGE,96336,1,25,{COACH_CODE_AS_NAME}
A8,EMU,REVIEW,0.750,NUMBER_RANGE,96308,1,2,{COACH_CODE_AS_NAME}
A9,EMU,REVIEW,0.750,NUMBER_RANGE,96309,1,4,{COACH_CODE_AS_NAME}
AADR-NLDM-UM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64564,1,23,{LIKELY_TRUNCATED}
ABHANPUR-RAJ,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58719,2,6,{LIKELY_TRUNCATED}
ABKP - SDL M,PASSENGER,REVIEW,0.600,NUMBER_RANGE,68750,1,25,{LIKELY_TRUNCATED}
ABKP - SDL P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58702,1,24,{LIKELY_TRUNCATED}
ABKP-APR PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58224,1,20,{LIKELY_TRUNCATED}
ABKP-DURG PA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18242,1,32,{LIKELY_TRUNCATED}
ABKP-JBP EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11266,1,14,{LIKELY_TRUNCATED}
ABR - MSH DM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79438,1,17,{LIKELY_TRUNCATED}
ABS JU PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54703,1,60,{LIKELY_TRUNCATED}
AD 15,EMU,REVIEW,0.750,NUMBER_RANGE,98715,1,2,{}
AD 17,EMU,REVIEW,0.750,NUMBER_RANGE,98717,1,2,{}
AD 19,EMU,REVIEW,0.750,NUMBER_RANGE,98719,1,2,{}
AD 31,EMU,REVIEW,0.750,NUMBER_RANGE,98731,1,2,{}
AD 33,EMU,REVIEW,0.750,NUMBER_RANGE,98733,1,2,{}
AD 35,EMU,REVIEW,0.750,NUMBER_RANGE,98735,1,2,{}
AD 37,EMU,REVIEW,0.750,NUMBER_RANGE,98737,1,2,{}
AD 39,EMU,REVIEW,0.750,NUMBER_RANGE,98739,1,2,{}
AD 41,EMU,REVIEW,0.750,NUMBER_RANGE,98741,1,2,{}
AD 43,EMU,REVIEW,0.750,NUMBER_RANGE,98743,1,2,{}
AD 45,EMU,REVIEW,0.750,NUMBER_RANGE,98745,1,2,{}
AD 47,EMU,REVIEW,0.750,NUMBER_RANGE,98747,1,2,{}
AD 49,EMU,REVIEW,0.750,NUMBER_RANGE,98749,1,2,{}
AD 51,EMU,REVIEW,0.750,NUMBER_RANGE,98751,1,2,{}
AD 53,EMU,REVIEW,0.750,NUMBER_RANGE,98753,1,2,{}
AD 55,EMU,REVIEW,0.750,NUMBER_RANGE,98755,1,2,{}
AD 57,EMU,REVIEW,0.750,NUMBER_RANGE,98757,1,2,{}
AD 59,EMU,REVIEW,0.750,NUMBER_RANGE,98759,1,2,{}
AD 61,EMU,REVIEW,0.750,NUMBER_RANGE,98761,1,2,{}
AD 63,EMU,REVIEW,0.750,NUMBER_RANGE,98763,1,2,{}
AD 67,EMU,REVIEW,0.750,NUMBER_RANGE,98767,1,2,{}
AD 71,EMU,REVIEW,0.750,NUMBER_RANGE,98771,1,2,{}
AD 73,EMU,REVIEW,0.750,NUMBER_RANGE,98773,1,2,{}
AD 75,EMU,REVIEW,0.750,NUMBER_RANGE,98775,1,2,{}
AD 77,EMU,REVIEW,0.750,NUMBER_RANGE,98777,1,2,{}
AD 79,EMU,REVIEW,0.750,NUMBER_RANGE,98779,1,2,{}
AD 81,EMU,REVIEW,0.750,NUMBER_RANGE,98781,1,2,{}
AD 83,EMU,REVIEW,0.750,NUMBER_RANGE,98783,1,2,{}
AD 85,EMU,REVIEW,0.750,NUMBER_RANGE,98785,1,2,{}
AD PL 10,EMU,REVIEW,0.750,NUMBER_RANGE,98908,1,2,{}
AD PL 16,EMU,REVIEW,0.750,NUMBER_RANGE,98914,1,2,{}
AD PL 18,EMU,REVIEW,0.750,NUMBER_RANGE,98916,1,2,{}
AD PL 8,EMU,REVIEW,0.750,NUMBER_RANGE,98906,1,2,{}
AD1,EMU,REVIEW,0.750,NUMBER_RANGE,98701,1,2,{COACH_CODE_AS_NAME}
AD10,EMU,REVIEW,0.750,NUMBER_RANGE,98708,1,2,{COACH_CODE_AS_NAME}
AD11,EMU,REVIEW,0.750,NUMBER_RANGE,98711,1,2,{COACH_CODE_AS_NAME}
AD12,EMU,REVIEW,0.750,NUMBER_RANGE,98710,1,2,{COACH_CODE_AS_NAME}
AD13,EMU,REVIEW,0.750,NUMBER_RANGE,98713,1,2,{COACH_CODE_AS_NAME}
AD14,EMU,REVIEW,0.750,NUMBER_RANGE,98712,1,2,{COACH_CODE_AS_NAME}
AD16,EMU,REVIEW,0.750,NUMBER_RANGE,98714,1,2,{COACH_CODE_AS_NAME}
AD18,EMU,REVIEW,0.750,NUMBER_RANGE,98716,1,2,{COACH_CODE_AS_NAME}
AD2,EMU,REVIEW,0.750,NUMBER_RANGE,98700,1,2,{COACH_CODE_AS_NAME}
AD20,EMU,REVIEW,0.750,NUMBER_RANGE,98718,1,2,{COACH_CODE_AS_NAME}
AD21,EMU,REVIEW,0.750,NUMBER_RANGE,98721,1,2,{COACH_CODE_AS_NAME}
AD22,EMU,REVIEW,0.750,NUMBER_RANGE,98720,1,2,{COACH_CODE_AS_NAME}
AD23,EMU,REVIEW,0.750,NUMBER_RANGE,98723,1,2,{COACH_CODE_AS_NAME}
AD24,EMU,REVIEW,0.750,NUMBER_RANGE,98722,1,2,{COACH_CODE_AS_NAME}
AD25,EMU,REVIEW,0.750,NUMBER_RANGE,98725,1,2,{COACH_CODE_AS_NAME}
AD26,EMU,REVIEW,0.750,NUMBER_RANGE,98724,1,2,{COACH_CODE_AS_NAME}
AD27,EMU,REVIEW,0.750,NUMBER_RANGE,98727,1,2,{COACH_CODE_AS_NAME}
AD28,EMU,REVIEW,0.750,NUMBER_RANGE,98726,1,2,{COACH_CODE_AS_NAME}
AD29,EMU,REVIEW,0.750,NUMBER_RANGE,98729,1,2,{COACH_CODE_AS_NAME}
AD3,EMU,REVIEW,0.750,NUMBER_RANGE,98703,1,2,{COACH_CODE_AS_NAME}
AD30,EMU,REVIEW,0.750,NUMBER_RANGE,98728,1,2,{COACH_CODE_AS_NAME}
AD32,EMU,REVIEW,0.750,NUMBER_RANGE,98730,1,2,{COACH_CODE_AS_NAME}
AD34,EMU,REVIEW,0.750,NUMBER_RANGE,98732,1,2,{COACH_CODE_AS_NAME}
AD36,EMU,REVIEW,0.750,NUMBER_RANGE,98734,1,2,{COACH_CODE_AS_NAME}
AD38,EMU,REVIEW,0.750,NUMBER_RANGE,98736,1,2,{COACH_CODE_AS_NAME}
AD4,EMU,REVIEW,0.750,NUMBER_RANGE,98702,1,2,{COACH_CODE_AS_NAME}
AD40,EMU,REVIEW,0.750,NUMBER_RANGE,98738,1,2,{COACH_CODE_AS_NAME}
AD42,EMU,REVIEW,0.750,NUMBER_RANGE,98740,1,2,{COACH_CODE_AS_NAME}
AD44,EMU,REVIEW,0.750,NUMBER_RANGE,98742,1,2,{COACH_CODE_AS_NAME}
AD46,EMU,REVIEW,0.750,NUMBER_RANGE,98744,1,2,{COACH_CODE_AS_NAME}
AD48,EMU,REVIEW,0.750,NUMBER_RANGE,98746,1,2,{COACH_CODE_AS_NAME}
AD5,EMU,REVIEW,0.750,NUMBER_RANGE,98705,1,2,{COACH_CODE_AS_NAME}
AD50,EMU,REVIEW,0.750,NUMBER_RANGE,98748,1,2,{COACH_CODE_AS_NAME}
AD52,EMU,REVIEW,0.750,NUMBER_RANGE,98750,1,2,{COACH_CODE_AS_NAME}
AD54,EMU,REVIEW,0.750,NUMBER_RANGE,98752,1,2,{COACH_CODE_AS_NAME}
AD56,EMU,REVIEW,0.750,NUMBER_RANGE,98754,1,2,{COACH_CODE_AS_NAME}
AD58,EMU,REVIEW,0.750,NUMBER_RANGE,98756,1,2,{COACH_CODE_AS_NAME}
AD6,EMU,REVIEW,0.750,NUMBER_RANGE,98704,1,2,{COACH_CODE_AS_NAME}
AD60,EMU,REVIEW,0.750,NUMBER_RANGE,98758,1,2,{COACH_CODE_AS_NAME}
AD62,EMU,REVIEW,0.750,NUMBER_RANGE,98760,1,2,{COACH_CODE_AS_NAME}
AD64,EMU,REVIEW,0.750,NUMBER_RANGE,98762,1,2,{COACH_CODE_AS_NAME}
AD65,EMU,REVIEW,0.750,NUMBER_RANGE,98765,1,2,{COACH_CODE_AS_NAME}
AD66,EMU,REVIEW,0.750,NUMBER_RANGE,98764,1,2,{COACH_CODE_AS_NAME}
AD68,EMU,REVIEW,0.750,NUMBER_RANGE,98766,1,2,{COACH_CODE_AS_NAME}
AD69,EMU,REVIEW,0.750,NUMBER_RANGE,98769,1,2,{COACH_CODE_AS_NAME}
AD7,EMU,REVIEW,0.750,NUMBER_RANGE,98707,1,2,{COACH_CODE_AS_NAME}
AD70,EMU,REVIEW,0.750,NUMBER_RANGE,98768,1,2,{COACH_CODE_AS_NAME}
AD72,EMU,REVIEW,0.750,NUMBER_RANGE,98770,1,2,{COACH_CODE_AS_NAME}
AD74,EMU,REVIEW,0.750,NUMBER_RANGE,98772,1,2,{COACH_CODE_AS_NAME}
AD76,EMU,REVIEW,0.750,NUMBER_RANGE,98774,1,2,{COACH_CODE_AS_NAME}
AD78,EMU,REVIEW,0.750,NUMBER_RANGE,98776,1,2,{COACH_CODE_AS_NAME}
AD8,EMU,REVIEW,0.750,NUMBER_RANGE,98706,1,2,{COACH_CODE_AS_NAME}
AD80,EMU,REVIEW,0.750,NUMBER_RANGE,98778,1,2,{COACH_CODE_AS_NAME}
AD82,EMU,REVIEW,0.750,NUMBER_RANGE,98780,1,2,{COACH_CODE_AS_NAME}
AD84,EMU,REVIEW,0.750,NUMBER_RANGE,98782,1,2,{COACH_CODE_AS_NAME}
AD86,EMU,REVIEW,0.750,NUMBER_RANGE,98784,1,2,{COACH_CODE_AS_NAME}
AD9,EMU,REVIEW,0.750,NUMBER_RANGE,98709,1,2,{COACH_CODE_AS_NAME}
ADB-NED EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17409,1,9,{ROUTE_CODE_STYLE}
ADB-PRLI-PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57554,1,41,{LIKELY_TRUNCATED}
ADB-TPTY KRI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17406,1,62,{LIKELY_TRUNCATED}
ADH-DRD,EMU,REVIEW,0.750,NUMBER_RANGE,93009,1,2,{ROUTE_CODE_STYLE}
ADI - ANND M,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69116,1,7,{LIKELY_TRUNCATED}
ADI - BRC ME,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69102,1,20,{LIKELY_TRUNCATED}
ADI - BTDF,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52939,1,14,{}
ADI - GNC ME,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69131,1,5,{LIKELY_TRUNCATED}
ADI - JU PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54804,1,58,{LIKELY_TRUNCATED}
ADI - PTN PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59473,1,15,{LIKELY_TRUNCATED}
ADI -HOWRAH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12833,1,63,{}
ADI -SBC EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16501,1,25,{LIKELY_TRUNCATED}
ADI ALD EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22967,1,20,{LIKELY_TRUNCATED}
ADI BGKT EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14804,1,17,{LIKELY_TRUNCATED}
ADI BRC INTE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19036,1,11,{LIKELY_TRUNCATED}
ADI CHENNAI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19420,2,39,{}
ADI DOUBLE D,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12931,1,11,{LIKELY_TRUNCATED}
ADI JAT EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19223,1,58,{LIKELY_TRUNCATED}
ADI LUCKNOW,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19401,1,27,{}
ADI PNBE EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19421,1,29,{LIKELY_TRUNCATED}
ADI SJ RAJDH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12958,1,10,{LIKELY_TRUNCATED}
ADI SMNH EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19119,1,19,{LIKELY_TRUNCATED}
ADI SVDK EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19415,1,31,{LIKELY_TRUNCATED}
ADI VARANASI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19407,1,21,{LIKELY_TRUNCATED}
ADI- PTN DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79433,2,30,{LIKELY_TRUNCATED}
ADI-AF SUPER,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12548,1,12,{LIKELY_TRUNCATED}
ADI-ANND DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79430,1,5,{LIKELY_TRUNCATED}
ADI-ANND MEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69106,3,39,{LIKELY_TRUNCATED}
ADI-BRC MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69108,2,40,{LIKELY_TRUNCATED}
ADI-DBG JANS,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15560,1,27,{LIKELY_TRUNCATED}
ADI-KOP EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11049,1,18,{LIKELY_TRUNCATED}
